Date,NATURAL GAS,GOLD,WTI CRUDE,BRENT CRUDE,SOYBEANS,CORN,COPPER,SILVER,LOW SULPHUR GAS OIL,LIVE CATTLE,SOYBEAN OIL,ALUMINIUM,SOYBEAN MEAL,ZINC,ULS DIESEL,NICKEL,WHEAT,SUGAR,GASOLINE,COFFEE,LEAN HOGS,HRW WHEAT,COTTON
2005-10-04,0.014659800090628136,0.0,-0.024272661069510874,-0.025481139956886483,-0.032359622773336046,-0.014475524173785717,0.003971636426347183,-0.004032263527938451,-0.032378384841461605,0.01914863558790738,-0.027353549581597247,-0.0001353271535998185,-0.02175312361568919,0.007979473139412243,-0.015107051458651386,-0.0224644414954834,-0.004310351501122212,-0.008710856474248295,-0.023299840888870833,-0.0016168152269052834,-0.002935781925091992,-0.00722973901631549,-0.019212886859991167
2005-10-05,-0.002886614459078272,0.0,-0.017523536257471002,-0.018131368632492706,0.0017761994012558946,-0.004872116824000429,0.011541296299559066,0.007112691866158633,0.011045315809856831,-0.007172444541191565,0.0020986366569212054,0.013843376775331553,-0.005513030808649139,0.022527801553944814,-0.017173506088587025,0.005287021378906993,-0.006500564603093428,0.0008745081449325757,-0.04449117551503519,0.010729716672567054,0.0025692801801063046,-0.0026420094628386965,0.017308124379337406
2005-10-06,-0.058656771530400255,0.01236689535364638,-0.023037668067017316,-0.029540505669074128,0.0013300822178141565,-0.0024449889930665317,-0.001961059600324115,0.015524759492814174,-0.03603620406057462,-0.006388023389268768,-0.0012586534071961774,0.003996275466302666,0.00551303080864919,-0.0008637816897093833,-0.03233165237060852,-0.004530019071750011,0.0007243752580417016,-0.01585936324010751,-0.025826399559898423,-0.0021367529497352197,-0.00772772934905164,0.009871748479154091,0.005703437513869711
2005-10-07,-0.01120270352959957,0.005915926824930463,0.007792247220165822,0.014288387327985073,0.0,-0.008604847193518414,0.014200433529012362,0.022780028331819906,0.0037886806001148337,0.005834160179319365,-0.014802554064221953,0.008735992024623215,0.009726520449889392,0.01475408475827104,0.004807209830342511,-0.005615434394751536,-0.021222896806382768,0.009721685050900375,0.011560822401076006,0.014335260086381866,0.012846570507958548,-0.013184106592136926,-0.010481277467582838
2005-10-10,-0.019160160200518417,0.000842282635603453,-0.000647039815521554,-0.0072887855529134805,-0.015628806617960376,-0.002472189145389037,-0.001383317415221884,0.009606221805439933,-0.0021030501967787877,0.006075688394257339,-0.017189937677269746,-0.0030357048324485773,-0.006067979783756056,-0.0015338733301364271,0.0059513388097115405,-0.031147461712326976,0.00516415754823431,0.025185873159901673,-0.0057637047167501294,0.04181254224764333,-0.003287674194191638,0.01514681575998572,0.06417926120915154
2005-10-11,0.04107167433031603,0.004200804329185785,0.027608870814796873,0.021875346465107977,0.01429872440014636,0.002472189145389073,0.01593002651173982,0.003816798526700811,0.01835679414128571,-0.0002753683068480048,0.014202950177993317,0.019504512545716838,0.0048573258828598,0.01220561007955343,0.023110535530897293,0.002195734884691468,0.008791265411170724,0.015319448533513242,0.022858138076050184,0.01853296219812592,-0.009558896313766864,0.0006533812712026048,-0.008842428813405193
2005-10-12,0.00036978146337123116,-0.0067297835485187665,0.009244092462910459,0.008122713536976635,0.04425885017175578,0.015921953010585257,-0.022875463516333325,-0.00470948493425699,0.0,0.0,0.02947581813295368,0.015691640296258212,0.04789564520225251,-0.011864545956192579,-0.0010908370776244335,-0.01031464599370803,0.013763346562423137,-0.009333966790475448,0.0032151647969141128,0.005444210427845406,-0.005928138887395298,0.014267427491003373,0.013145052876713968
2005-10-13,-0.03162467322319131,-0.005925943267547046,-0.016352565646514657,-0.007124543432472785,-0.0012741560441148817,-0.010995834674529465,-0.016018327604940225,-0.013228215752410222,0.0016522102064984677,0.007408457536475166,-0.012526259819180369,-0.014914136045609518,0.010338977795179293,-0.004442932804038179,-0.009370551544868093,-0.03848335151362678,-0.011577553342442787,-0.0034158871814071834,-0.02688287904625109,-0.009422336012290571,0.0011142062434033359,0.0,0.004996441515044255
2005-10-14,0.008813976974814428,-0.004041268926675125,-0.007159365557516113,-0.013223056504705991,0.0021226923699536886,0.0,-0.004827497661515403,0.016285542974639078,-0.038709081780768644,-0.024070881356362556,-0.0148150857851407,0.006713167478508831,0.001712818003674825,-0.002400549849636329,-0.02376660549155346,0.002792609617759658,-0.013187004281953801,-0.0025695945616306497,-0.014098689692780901,-0.007000028583543343,0.0003711263727883022,-0.018850086902095477,0.013261621286892908
2005-10-17,0.04929796211998056,0.010389153128752309,0.027247925586860948,0.020347599937178783,0.0029642198287172152,0.0012277472383223377,0.03606260802172624,0.001652157712028229,0.03208379874731487,-0.010415294714806912,0.039302717335540575,0.0,-0.0005706134248978464,0.0,0.01693275144984978,0.0,-0.00814517646440143,-0.01730146963575278,0.03039466656134011,0.043687928962119434,-0.11052741771806579,-0.002628122406269469,-0.016470752227841244
2005-10-18,-0.03413250630157435,-0.004227442355831624,-0.01818802097137064,-0.021527740005024408,-0.011482158894019616,-0.00862605471976728,0.0024681213680836697,-0.005092308903712658,-0.019295900697559078,0.00704923263055087,0.002047922075565631,0.0221411258772135,-0.024264621999631208,0.035913831832882805,-0.025068319724779395,0.012066019532951201,-0.022557347424074514,0.01987106419738346,-0.038879280269977966,0.005269473271085668,0.0004143360324449604,-0.01859283307661586,-0.011313759900273517
2005-10-19,0.009492099448625311,-0.01838444254633125,-0.012578782206860185,-0.011537284404864458,0.008093760904117432,-0.0012383902511465827,-0.010739467118760733,-0.0252032726295551,-0.010645193137395231,0.006999888584628333,-0.005333345975362729,-0.005046692517913426,0.006993035490970604,-0.005980084266471675,-0.010812040038795776,-0.023366506844107366,-0.003046460848165065,0.0034158871814071717,-0.01959909771387245,-0.005749896052365335,0.011941669600263603,-0.009427679255559082,-0.01969788291751608
